"p","q","n"
"a77979004286490641264227506738222962837223692307334864854126233960968702446679","a65035214403062161402520079437090505568874903447423815955600662057097081857459","a5071381262709222175345562419465517191160272184672939465071771649350391896097935516990475940670747635498992940202085000953671127361079389499191675225928661"
"a99925367255216288159529868052636292645771560068101238363125594200225372573897","a115212079980850246050055332851417643931379224252062055640626272010611103938467","a11512609404323813212443558303681667823394579651204732055178638382032938997702470659738541777265050779674919334868098987449761115083860685881900901698395899"
"a62282540227727357626691546290220768040003279604935343594146984496830801059959","a110390479294835247569367234506078411993105436498608891599057543937146510195637","a6875399467438680257105852402225784214356165897253910182403065582753832377411015698829925133052952534542253655719782918778771228127059100588365020057198883"
"a95575547401936080277243535477202079005707464729254921706159231653770594289313","a112396209865408340280068997966876290632450860431716857361913273311058437780663","a10742329283789290531950406167226512028725579647471730414821065413173615432785497541874735205141932759339307947639951270175274434879567228171341033458954519"
"a114963754332426540336203068680123007745575306816399642516378155275082150821773","a109041657533809792029388447108716901947654418127869208450055572658146115911681","a12535838328717496580147236263131626859656056230961181823388634241977861977921771212055336772574246425021531707138665147487726655003544417692127705239830413"
"a83242637958420469206220595131888787529928234073719723431081937512270185640113","a98571766581464737498164172554055031202747842913325338080390507274624598305163","a8205373878462798849353457169906243656191073125042879763017520193248005686262604448631707835426804231543158264929473454949260783554380703149311960067803419"
"a83582174469811224843670851599331922807555153303858390950410285637435559080193","a76234519517774813220592663432505606160158937526152698239867561203760035953441","a6371846910956883521435593136504109505780910550302255559521104409146910720608301742885162003154190443522846847171909307471274353945298296139890371733294113"
"a59339821812690768916007342734415044779968881267210380329701881829618904562289","a86080111119721886344276886689268848976255974599240332831426490564382368421733","a5107978455460917999713868439177209119380355300863032962343151316931153084633560257611378460232517378930628989126820931985403026459583259691338798119826837"
"a72975293149299960179786888835042389792486141121055940656908627174803890905593","a89473547425097105720434552800915584378507758370205830148029232745769102565971","a6529358352454253911111959182740261954430769585779333974970435717055874236330530215538520586108189558703466984091521117182246702294243672096991327215375803"
"a72461757395452320935734873095408987740199723385861466612806970932778379427679","a111025957416413444977441039861600601803997190902395860076654671563343807261229","a8045135990905971405920966181143940576902249199279224504290648502324611315867441051826698619815063890321242282271236975042667823088567602486932313466157491"
"a103524168083865462617335723607424607605422419918952160146770214438128861545253","a63457042427010432579546027836924824412329654363139676443242428689517055759279","a6569337526318809979586726761291490721705333956357637848901244416639230684920965287387258218016440455945097397178739589822369351398405565837641655133152587"
"a90310858863404983785619494922652397963141101690585526474028418498760744734131","a104782922443328109935616516269207862257707123212887687263476717612791785617911","a9463035720074515436995384172073118406291921885609722535949914170562115844748134531771811279799794696001241227897984448631152097696864884472236453246620341"
"a70365632748475027985058707684857723748563158803730008769665236877993121491261","a80199156663066117061173016058341823342361773786695829060918251666768838138747","a5643264404490724412561941426373360924068072662332164073043494244109292351110073872249179888508793529344319215146779227346957170546095914342835752265989967"
"a115252461421932837066078450226727226142744570847014178807247755361625419113587","a93102236284847441990227579022576683618642452646264363211068884605370938312749","a10730261895715055391790539229898875274633394003905626644918299999701530482872730819081254685355587991057094529842698870733753107867714741936278936961220663"
"a76528510424444411527589698474607503233078653365364945384297367797180044902013","a105992703897945737846215596167950369122983426312704434511687369960195913058989","a8111463745168990210403130213617886006050566854954286524234391134257486707233705739926198958486672957236164144090412810321003119639304242854221741593844857"
"a112239950011094722976866625431060483485321673060452092302951613437613700303871","a83056259492061788481621047984956597878451877106855383339428599862108006093301","a9322230413497526726646897025742401913424818096996296428918514165519372959210808540156148856064968618964338201585926753841948324083448859323617743277468171"
"a87018274185643466463924980352369990864489701845583544079422387036494038197043","a102525256540882075292155139218179415048554086667168784392098937061475073350437","a8921570884627912653813932735854734446991806676125742598472562932687992888266950528612544067706966635416912315985424131422592767073224551426868072796157791"
"a81429932361193090132271283661804454366864468143680066587668112423367100507879","a104343566713673730564319235216382366468633553507054422663325430499268408977653","a8496689579820090646773454455384684922556059921854538104594763308506775392732035254102049771399846981312254407374458057076115844793063448156855699461427987"
"a78266032917019563757892720511591601669389819163953192987253572388346194711739","a81941368047809079360250828931224371445889742306524770323836506228665794161241","a6413225808895440516026742319722896091258992610850672167684853657467913470320082540328131485558424560074932469835991399069666888850647170041728337281508099"
"a61459972323502325651592992250142759881669992396413410047610871208599747543421","a61541208817575242880155327435842951616330885412866405373046660494079884630869","a3782320990683051711203458114162406902858077426010938248857098485276784773652330190497681003609886487949985475158586279304054076631534801040846776134462849"
"a61387961228930303653609764945098697443790377377510497104173334655989569663793","a84781369780932202023482902633389720375299327142823310721049629105219566673931","a5204555441047469289579473316957069879409525176213882240671314301176011634515283688370511783377905196698634941305993619712027133966218801393772046927680283"
"a96014002316910958833551503721644487668477466196759895377971920470261628888637","a77550533795281965563811202309319217868791781759092425251710368657762103977623","a7445937131497884255324247552573290191693047020505177324442533368267804400048256887574498976387090589346279441869987850808592421130331072310010342606969851"
"a84653532415590569561074974366065708428148664727415838156597930915939727094963","a89560474114001716296023198348010077850602661164793516663553164446329803061483","a7581610498565304385718206154262676110747352577754855121303186751479738694273841447500351387945877532448118845014044200677588240368325653605320323268610129"
"a90644530542886719960377549632111119625869534762710404673731716428052594418373","a96128102950687871985974285508790223301142203104713156242019988757467267796991","a8713486763943385839781235280152623683549363796935782676974988590831696264531124253081953587711973586696288898296607037134431044989615673578516174684515643"
"a93227505968778887743997428057314494746759155681992455591163064157522915778863","a90096788353236455371269172477159675401960894944000330391639252558504515977201","a8399498873969159819462028526895716889000961321364307803806882512714778383210181643641505125416981255127813474371086853211438962634259866731277888465702463"
"a77480657640793112075651699355874175852922457190415569674311035583403565786219","a93399780303151693344606938108263627626203301420110333089971986767032804856859","a7236676401393788258641402057145701781341861313755261555419207317762086248622266457736910258248297802939323320745356536176813361437067428495620104089826121"
"a101539780750010119396715290527696510547364385150181606870003108060894911140161","a61436047911540501004878937387514621160751491790551659478000651526846845604223","a6238202835084939562521998457051153097685895997762844744443014608303538938129591509212437389979393481860956893056875426783618914573550017438281535886499903"
"a69657713194187363310991824831147809509053908135039048850592850516420416863467","a84965710918854752716346547469790285128351018197031351273723384146719317031941","a5918517122525818028577591108926370950882940144795056706876789677236082205722992532903864596434308403941865051504668222988729956664940297736145027074999447"
"a74326521043372615704683580816430641462761502584615872353686930654401739025017","a63714644734859718650941110577276382616913737666945358301755796578769792866991","a4735687882656561111208777783348528960312142217913959101083756502446091246198388317325423224827636953242774940204958092187966760126172823469790005502513847"
"a90038783370533737551038290213657691887892983985401339752197930386846634958209","a103502102607483938297017023219986468387612553994403199625904908629815489418413","a9319203395070001419852594780027967366718626743353166453318317050933197987626291678019067161483242454362024194281909304544317495334553200932556971970102317"
"a66335350765817123566338939843876411515811401973148305586645166408978815943933","a94936558281672365511029703205411072817596284632345754977280833579937554852279","a6297649894114176936060508576456970239078638539241626651076577496622250840582736125878718362626128657977684292154524670092368145749017474407761433761273307"
"a102298060120816690490434855270806828994063687830726791948742011426549882120417","a102424599026708568257291400019722231418810739005027294521331165105397432636563","a10477837789084775797315235288020800002797880571486770719231207917266131442235717197310269045741680145481777933241067404280864136187740110918539181363006771"
"a85611956200070778874687465998035403574623522466615727187070076230754394418369","a60843307264184609181269169710879979829164609081514324925170053463371011710247","a5208914556568821010761356729816351182890485624843332197242688786857837628701461566139123972125464572903501846465866331404073269908045370554016873522327143"
"a69102094230758541243423879337447677831410241786331813400990905606141991887577","a65778193275927432437563236418496634822593050383336911722822315515783144430783","a4545410910082185299460151608138015328734311145629021420050604807985573197532987227932178739833034987874675032101342152224658830798834456682625293394082791"
"a65487126602381344557008223051821406148304318391563548762293980307036908237167","a92599426874300356779446433953043576600018491203862681284730266330187849687227","a6064070391025260892009973025887215852076470839210096744487553651529265727589687459381910099263413516488607451710336245105733607407032495326606920886565909"
"a89914518897017304121238795688489810144456490455822015590614481223417728905567","a60166616410594178155130991165705721553071047251237072596658909569245608447173","a5409852368219961673152607138609749248703488628754885804778435902217496273655237032731592106148912588332770967616222479404942595208228587351037587625112091"
"a105996716107601975712905674527439612006778774831248343181374197826056709384719","a67424061857018362511871778326263462112286434115012220894077628928059325646277","a7146729143479770244360259230764756212050028424098682806531991487190050366963709931947183003208185422390194432109695708890081679450532538265932425703041163"
"a64054861899146479196912791026303018869860939177455825914933312707462646850013","a97181562349776934966426960084706498196728728943648426864947167533185139746301","a6224951555458254579937708783944470298578973109841918966998708960555154437375759343866562014470192107344649482518360223405522528577802168095174363618551913"
"a79418500588880049327616777980948025005180470527791287291857611473181103320287","a70312913832365325105889352911591768070421264660267347497568776555393137425927","a5584146188601577737893834288677863217624058495175786623709600978253814304503068015509368363555799998117108848520753630364660189770019782824920464218881049"
"a65664161893775150014279089897457655000942736838125437009417092221133556646697","a65191838384130980382311862087314069404492644231328260941072348781104909344579","a4280767429808401672395272396026565852769147312083414676648623295853292467845052172011374751350535407966948642716609894204938054019219096386585151335205563"
"a96503888661279898670385326194107310254854043218726869624432661336546026152067","a75855129495666327701538058022158128274718145200438159836173809577138139410923","a7320314971236752120403712534064032820179697628533449730195864281297955032779265244124972265324030522095000296206340436097481657312645328849782087798827841"
"a66185128292400665576500951247056094001962119809912497061481404720526416941203","a114119545444627276601009288568532482618339891198992800230248816720224868886671","a7553016755923104257425967553080586730719323721525406174171371839792898534702796552258495564806706099705867561078526274519195017130826502592773071877405213"
"a114722471138840597548464164170965390222175619072343012240707252013339369696043","a104371824391234026301598760660274634847741962338314802477430031171413751319897","a11973793611431484702300700279648920481996399890786905758003387406657193368796009694957655809780319358354778074640859565744872963262601260218684834948067571"
"a94793197628068209556990480124399412700713968550314710134239667647135401655119","a62600765071422628840599688626729583659486144471282150334922005626829749237883","a5934126695083634761251045653405852541597177762765808507270328098892658320528056761218860559017543284611179170655033848293983422623413240990938087055673077"
"a97075253881078655887179024560150745870181579214696411223506170137572154707291","a92148924242939080481891596235250846297914969900378635651292188391844374610013","a8945380215751595014785239625150543848791307683339900677614550232062286285366139137087985335985135386212360241343074326154075997350179147948397940292704783"
"a65107099128345662839528044955939167107868960476563428852354833571051072757141","a107567379237257742922021111459631377898025028081070645260050115820646441817067","a7003400022976490945057309455933944307794974623144825204376451378313751365682532976682265415487152740845447580427149740415001128650274409992805849639925447"
"a62643843244490487333040953536721971048736851590988540551828973314575466873231","a76394193541454433665790221714843816952431203116356476020283902144118196019109","a4785625885000139142578521357012985113967143946788588619632175464647846826779676808718873599016799796644519241895726221844997991650520670058035007756571179"
"a103263474301699574619041317407956402033285097291932327665957420908331895354777","a67862332644270206139005306902271952643041379072449546620140247235171525732487","a7007700243064984572042017430680860170132396284886341758547856904074997914020960122231151682591019750595868625586815000910540679665011815523628157659540399"
"a106440937700336783208167393574397647924695211942825684691770729780415938920807","a59866382643843913914099689868607151134210513437300238122676013780276725278091","a6372233905337913321863018763450011634302303678330554532347085634694545399430906506576820680957381518671362040141647394184994086064257476783969187501139437"
"a79022162906740950895997143365017336800345860195726330712282754988966960232699","a59186658420274358202857815764723206163435854243161181691071002751405407099111","a4677057763592551354708406867712574320636052020505522569201158437674980416972022237230355305084447178381610517334586746993075585215506487313511199116030589"
"a62326670267189696974941061750492207347667997738823361773618381932331215581979","a110614175994383607065647412548028001507808360688826523692684455564546450452741","a6894213274078837096062430486108745622188628244547144009026203218219644543882168140911167344976743913670980751081929355551299781299119271861495298350754439"
"a80127288968645161563161412882328490121586409122064188588778812083394321688647","a115147387135938554290787293559484034531503702438312928583983458046138027341961","a9226447963025803105828644254071833565725295438476810238707346788920629971359007009717784793202338915065868121340961745343932008655439225893086518440416767"
"a97688571836434718923145301582635726903207505726219609496474359906489276037757","a74029072305528743045357399680334106909380064676813492929188305836446253850871","a7231794347903264593543286868455751334832074019575822999083442113660620010718035771904556965792330418146904353369351232808368325875563246343965966043336347"
"a114502561921210040166745393160219817262099288758028652688604026500725862483213","a102490628988038288691262960977893310576423874115560635693122734967984483152927","a11735439592046618867992699029070414973145664419450797747222925554363688934324665394508094474950743139271459754986414952100310262861194745560535955849314451"
"a58261533443723419781270565899514652864166989679767633528712997070039296151103","a91153844351512808805051329881104477121758577482142461972090420634509356257721","a5310762751209622651981105528255224534562404971697970398792048514940433619365008041353110709659639836421626719912101381911982656907061746677240663026416263"
"a71909596491213887226304640607748665261778079574760806277104646087218405808673","a100231223156335682568310152225306030626105087356860769288359332383631151728831","a7207586812992912521942275694467632988435257845508886147721383885294944068114546140897564072290662819923312434277476203521000412266565807595786696563951263"
"a76108699861687256875730286821733528386508201608404531169524366187853832210663","a62562375326004234770230667844850901070260131486218000538210906038446930955781","a4761541046321084755147281451603223765135941065373021569957950526527491350508619825178616678865669991319283698166477144737732409530867467306229218729692803"
"a59710590924941580094020318480673921256839074063449910203559410392835481252787","a59673889606785343913824754089549275398044810619749558404852690181649919177269","a3563163211210882631703558049598887465247322755600336619349266633619071306285399572603694450526775997349734866758317000142973372202483417852330000453298703"
"a98669932408264075332171675297050256256228660459168373902351927880968352245193","a69000120407025021591817192309165516130647553854573697794927972366333010256019","a6808237216723241558545713654914244678236969068574328157162427497609533639524590296197973687487445173877437123653904172160117873018214655475446294392066667"
"a74629640576025164687126896644310772713088900423613854013470949489064091188579","a84615432742252707334688435176146072880594240362367170030740896422390584706247","a6314819332739150917841782609666532459829564027944049686526298095515846105563687140915288096085076646842498467286814759568632693164724181160185149796353013"
"a112148126852738390129472564891842432842404144138359071606269519109360869920791","a102644483952828679118953669652365738211077710437291167821018280598811517093567","a11511386607075700763851593519431350175537210685890946097762874932547747091664971119809188601454404170438432158026581009858207976489254571694097065825651497"
"a63375174317276530267032681999004492522661667694213876672987688152930122999137","a71053577276681648091738461232700948046258830887131451239013056781131202715283","a4503032845775778051826723470158399902494022526798591070205435709503512986515089104999999213807819458985995271427338127320720736650739078088046941865710771"
"a113731479728977540425254773437591342458397092420461292595908969387793492109337","a86924491208194685610838927041012034135348224341879304344925269445809561066027","a9886051009796480318127174175728882239158793650876535028465147076617000327795982036742169361423229005191773455745392602075586848675179134341332874560194099"
"a97069769520471805433952854331015198306811069816867112339719327036127797270547","a88398555854779124855375299042475647483922847751127638472764177926093936575909","a8580827442765963159224453308077654401359768972450577945693829003411683369279623055725585779018134331321937259911618237313584932033222682159251701275452223"
"a84254208308832136649508191464969657774582185099834875916277298877130338760037","a86821869135960540059577213734721373480603859846418376047165710562038902058771","a7315107847943382975134634158484467798879180814451464055520843874763745108477333223163625171068857879387452490794385056598558910973366371157064098640134527"
"a77188390680244431227564524973084378917515989975753392237167787464394571168909","a59873689521250831174317768740278342128456783159587826072988010815639711781069","a4621553738233966318386459692194651052759514317421995387702842855186733495288917037252152556059656448601159731141397247889475653516659186295072253627583721"
"a97567729180600163807296076624130744746615618026850617389280412737197844504207","a99424337648926626136180769222987468424566440612410876949286038269925853836577","a9700606849691021865567265546725605803202401457427676786446884872322878127471474400083712189686122369177945074962811113939228994822970215872197725366979439"
"a58366933098773732595134911561214754385511401072973864252480127785960111253307","a100932646400323134540038881503555130722990756580702082572052096900815918937357","a5891129019929845797713258807666354732691039657569079401598885913568809385921473181922862096039461671294865387123299594310157862400436552566087744892089599"
"a80865400027727840909586056355900395248584212850043981651649297155185662005097","a101032766806994698462248791311555931084725674562803931110066706970149605971551","a8170055103755769573708789211434598142072584306203557533092328886483871168509222997183593550244796781512256286535453587418283922909901996808147643398995447"
"a60615155633447347765847331920247280253884704902395251671878966480806183119263","a86667882415053154683107492761072476492141913220336451100959673126368087913639","a5253387181009761556653276764115028949132273981693774277412370282925683297914761672553601195181919749609766310158975302932064211672339116109238498781328057"
"a83098256872039308008937022895786174757516956357266506855772509706317455790547","a101587979236687091272799241487560401631831475676177042328813479883554758478231","a8441783993721619618069310588178727903600814544888778009884144448086557416481966042634260352427632512391506722896799747487692495653368194567356472795082357"
"a59203488360236657650444783310594562469018121957450910036180183515074336954909","a109512761283743183072360989556916715796093417050909483120411350875797971030293","a6483537487959465229033003976376560392758374433591904926364312285210125144407400919214399314894975786944037046600463985540259495778240335651767579014058337"
"a69150457680830154049746679582180578332572926581383967815998350404479048740119","a66667981356035078473347743192789521697279870637302255199358619833057620699317","a4610121423426877401277860775020929127352792136940539412248281386528161149238339338281374818806658744174612929947743042843658172670685828777607584573798723"
"a84244894453975947528760221677220589545629222680882814878423897529561112228847","a67563504743564088810842201933899675073913300204881821150944573359739175755347","a5691880326062259928399380471239058065233543184871830503286265486719268674891797701510544232660090213844423846499529655305628820717097049880228419947894909"
"a60080326913024381965630739200151171520506502078385341131935628441331644008519","a104107335797233537402270737125306685076577838928664268309387719653458868622669","a6254802768741796749619154647938296348660875540853373838685549432816293215635579424515289178245467450621753948392308295139621948830116310482341539632517211"
"a109039816286562831886971753655574577158077665418645520019088555986046008411173","a103385769439880100340317970260867624576678012442612197437008619901092445487931","a11273165306369468070675391935945421575705714824497899411379488573854821841252508627784708405197792549034544729959826431873991096729578712628858818057053063"
"a96316647051965437269292729804925193204921809385885001958386561121122811456621","a113758918376368603410552486415226297814762083041718191429092777896999673678721","a10956877590270039853286954527564666794972923552487906771300374091361098442600117601453447826984395484615472892253406595764482966019680346636286399582261741"
"a65759761442337175936654830937770273172828285425562969758108617142860899226891","a82360949886579171651025446794961206609709482171381531429481372521360116914467","a5416036416705733415639191579997530717565089976976651444487250817457090508058186474506213011348098590886929785660638692192207795229745760028780012673332097"
"a84082866970581774595366038785848499148773742875506280202513925602554114941589","a111109858776928093607107584730025803376036684887235920783688624275221646060753","a9342435474660572693153259548137665060171314606100826032408650482089124201865218641808268017932674788973270528780278188755196884391537623965288580540356517"
"a92726223436525501718527683957728887583923559318593588206320412574713509633041","a97240113057511484994931403692480587336038502084833847321039803954368550650337","a9016708450363810922297719232159830188388583078635860101496636442740171403546001978237176715575144474045829421868264509828485610421981937420830974772984817"
"a115210606732729414136450813455257515469577207015317553229918776864435533409559","a73480315284948344088692356110060234253378977777219097341119853962405937808213","a8465711706891149770456656072965750390090101879952300388240804540510331800364771890538914766377141956703911420233092880628029763591700787884469915322908067"
"a63668321973322771247627578085563735519168256396811449322254511993870325913357","a60086604425487756959604610384831915317112406152161955599553885638906069184687","a3825613276845635425949797326827155413461558495518416139424096403997427870754284015870808293429193611451426763139887228941872437000623823608684345593164259"
"a82884112747995006297163997367732392966626661377437587718312560562689041431407","a84843681034824044274842303075837288694788397666694676286349854343049542502099","a7032193224845281715886772844481755511670057145455893206436986418031670685830460141960344157287865310239710224802531645235615220070101762006800779262023293"
"a74288478047973567093372407297896752334271728521796760081118827751058364487119","a88081742110427442820858558897301525170470328235522216205060020386524904832929","a6543458565197758021429325620402150734455702251000623232895661886094888446465446906032650125724347914583803228992889659179694265276506194021973185467541551"
"a105139722761134948902059924599820827155422661570494422839984161804180442978731","a99652076189586919736386016881749369230521137796174107174868598800762339644419","a10477391663144665954465361728463157398381470961405473400541458578200447612096608658693580672627241689372723174258662275901944122316378852530919695719852289"
"a91194713222695221787409769047210319338730500496475201327231695313861022000173","a94559797623473826437907436511504009761515588463095629804429117972278879429331","a8623353626668792768948867967388241615452183268179465787174435345126267590833708625507568783288967853109779416309078020611552886185798850158808682423274263"
"a99312591073315296824989957996821848404263270382912954849847989183223403340639","a82139024796612496807088015749288745564075399561228418031432654459039615748531","a8157439380786882064769993626678636512244914025983102139485830442688908436831921872540210072226710022536225088363208849774565690913350545690037739956851309"
"a66898806892022055815164837402849267479236868745806527969687624811288377864669","a106096126139904131804990623566709581271930145051894750861337228332520559009769","a7097704254625059925562830127394065121846589965300012179442049649915848825517952579914043348353227418075067199403926432164134115688314922076438393330951461"
"a102089872223047956113104152579605938504310800025540144814997567230846222251861","a94923671758038970018246337176466174566382207923636513134384372047638551648011","a9690745520720744392556386511667072127969702247260405321943758558477912639118965174192601972494201665426813891754359377670892359695751387022506421061698471"
"a90158456326824433300997430656802936025165003831420272734414325843102981891151","a90278210812677046504197919821344363176910870900063208828918348772059853889941","a8139344126818592827739836404262317232343011525336230778018767596544923109980060014423499446881198595553397393993650215373728204552411556428613867995812091"
"a89720840195128051936269695834772830050871817534176200829684630540189462416877","a63041613848077354136586748522099723332731809611085776113917953380229085959487","a5656146561706319899205934642653092869527574722659993729738218953713888912496272643135740530520235984644988906863168575894133146583972617306796993527062099"
"a75546094941050622937292387061327163285790128077015883084388234736941813489119","a94855370817525578753912538370656897546170443444212443258562576349702816676251","a7165952849449350016727790817953533949548633323178221847202130807152091119816039251494732643820958108338892651199111679792661842053356144927337972934212869"
"a69713342224108336377074058081783862039855269466799569079877090942382149653713","a108665293116667901240274014666328325150074512815901658579051666128655143600417","a7575420766925313361889006817865408326172139832370180676805750224809645052016130417675419001349124992504282134346656060301818747646579272556109644592398321"
"a98438464274373370667519491378004284031966092901757391086524389431352468583513","a61494273834932800256959648538475118222226619508248581695974059491135802990053","a6053401877978565589355875635100280063301204751607575652040495896602215592911429242579116138501672075829232171078151372371059378104873021389266810938796189"
"a108559802235023465606001654862128515286575954822986279140245040273161973040067","a87608968348562081251309099040647631029506040354541049657598172241004894953433","a9510812277934329884795595935937756587003570921217707834536965735188640568811298171693603743198803512021169503765670391306211485924723797637844529408200011"
"a94328255998182374151437923519466935663605382554389780765756200556625133869583","a73390758691690490278507297690647767164778538511534868076644586490515547879049","a6922822273770608699712949157136547011703770979375323571889354439313163442425136251722676080327638267534000689549489250287736039704671384725499209824066567"
"a95821433428434514969075849473162659914343799796009102011222818802712914745247","a85585831241200549300945511410377426893642607848825286923519692447835141070023","a8200957030695929370452683387477011691534805099705744753398454136322299413234055570381420509028497828407742937576918867105441696657012702405035754033430681"
"a89899561908458814971789379486235121093051430822659597931362968401398446593613","a112166505952838532527142432239561292814919489389377103808704288023466535744869","a10083719745962721855516177654965099274466895194118015532578305372284743737169444391344357536307068147136586172183273611083565947164540118659909756692921697"
"a58318717305648910257837248018502214458302660872074633212277499678874145043069","a66175817819867965645886775530663296635950117311760963824010076827457399640061","a3859288811907003467932003871846531701911687778182159508553262917877765986127937083041002027789324577169253586259208599132044325809393990890481867942787209"
"a101096595575499612808036223654498459708404661727040855351931165323309618331381","a108421684917683992655122442312006385700310138844281537681427879010007571203393","a10961063231737344633559926780604853685829125351246652531420146038480431588139948816361155496201888533148642648674850215024150309130568439937110086825575733"
"a62499932990772254827847974479906584788216791191770758742340858145851202863609","a90538642952428431810788166011101595424523683889942779523471069277337864661231","a5658659117602231650071861581285800299687374514341305180053163801552617189345422753487913856199889790031370715509404388651949039414425464684340111883042679"
"a109458824487990902150725120542012196321811404501173494638119850769749174692977","a105070947797474848373320883401160357856692572809769972989037905151798051007117","a11500942433750653678043512723980091036156130480133437900453424165674620115032438520834458543131053195152124638344629913984850413063263748365736864116917309"
"a84009573235529838988974242948086617451757447291739418126721173853203098218833","a75052448635070169568391093494602278453995257229920133644510765035881939100881","a6305124180113768913224466788828977112780266303072520193305226670590263849838830956406014818698264463438881076050491640749540668429981501629156108601091873"
"a75276825634096837992859013630936383049083775663816931394092374167053285798973","a69350257807313160151674168182221682693727931763176237439164501964809589115743","a5220467264640775666541408697544789212863888375694763269830408418770660309879077981213383412168219939412541042930288294620623141412695533496925210327531939"
"a102732007884875770064360859890544646174939782474037841322056198665638364935287","a81288438429549114401214749938353857134306668097050644757612824458444435796641","a8350924497693678180186051654248584431564560141347972919288738206703944377720684363368711086017285356476485079727850322981622080353867608762272958256970967"
"a95095538478220763397608239218556144819816845273913060135254597929081164996253","a64741824985251114345224475054162581289005811032832323043553144997458051848233","a6156658709035181751959773870998283898790957761036139031136677895188824559461406637171877561721813516073289034387621332007590429325914792582243511169670949"
"a96960519207710723559814087379526752801748931363674726769754237127486188909473","a101096689837236131007044055744517950047718407686781321264218913171032476677063","a9802387536799307383589404552372652449041537401006665452370399019077819316408594288310723114724436922867670895743676502921310228321815060087088566762517799"
"a81333560536478860294170735075933999531023232325473093668659281521170383918823","a76834002130549553530189046896226965124092315873648852309257243358433501123191","a6249182963544997839857953194031526302557994815172262341216126019298805419015303374408102144764505190521636021868138120287810339096248660401328454666724193"
"a105489891829612129679417557810085531275537490353953060511608339977192288883347","a98215924426153502846884802162056743312719337629035313183933268165964486959833","a10360787243660292796200001758920731056983056994328186955753681278241340491729460512689375941715329538040374570515936122763426898991622221012605030411601051"
"a69343255362999236237072852507921066721233565657543835417368026806160584885009","a79775304911992824277415709851653346356839206733893519643833685965641233546589","a5531879340173445725672029854608670722466300799488089575358263559567578598370879917078618822314619141327265186262723486168173901763377316478761907809184301"
"a70274094228975148572339121591140865067631436953063142584649035671925223663633","a106062426878620652072167618267864790442781763668638289074772563239351024684153","a7453440980621974246535820067527487012189651130589399112883343217147903275324564041879381213914748802864445017009792064083918319018311338753247655337507849"
"a108853074477428848788744938691033366415608845780657870853237073473682608791611","a88027036698262374429360286151385934486855120801998787555778308014399490121051","a9582013581743316708310871690376427855672487150268388103869776193899933713736506787498674985470818513661139940550765685629455250853245143719468155223303161"
"a62827851664045216731216148546316645693437805830236632079888507034975952949521","a104371747108160682795683252252431701494977082428703274534948520524096008742253","a6557452645228759691799693722957579062954883519058483594105100262196771138745399245536961588118708844088827445928736281166518190994190987991787616808810813"
"a68496173505711386211420141590532160041285237159107375884007472731020427599573","a86803820261624332400094377107094683593998410260227421431897878479203639927209","a5945729533598805806039369390342951676461619792354447261578881966865777528610378736674479030751607604114306297340272836570703668074154278602136100319481757"
"a100277068203441894756943945617360232886471779629530741716566067768360816287589","a91746380322695932375650899770120067064244844120527333562178146341376728690661","a9200058037037899404097005606680251675592018384390961814916079060700412470705657049988110622982342569748577421083317447815263545034901148624089566794506329"
"a61841138343120531723155285810519819769046554827718768420343901775457182076441","a74549639961013619750703070066129096892543672284256677028889129779687335871839","a4610234598258869982075532853154637455916962745663115340347186993517245626466198406925606076789272602055368961318744760523190113171977589691863739077244999"
"a98657788326867642085056211281169939108286554872363601324421037728426450440853","a68746745136062694269238991402565298960226704748139155607560116673869500321147","a6782401829794790929570515054266862551981983790628866230203275541824192854303255196850430393361498511702016801015832646386187584597610767671359963228618391"
"a75165358246646847010180522412527400123636176360430344251699746095054737674581","a100437674653820781618805309596762522887132623421369244023595590132658834408341","a7549433796814600892616540915370733843426595142794510862114469223463394540296212057757115506511272889474046058775867018326104641640307384076533535330080121"
"a102140896197715993048348463574389655639239838801001571134314102230115146356781","a58175770245451476763998148507322584586508799547228023045961409803206998570251","a5942125309862833946629953001213584213440484147201056059680717409535173688413121684310357731634105258554732851770005466447885414991514474815096278538722031"
"a86996867110382804162776919258090319887115540355313487548418126809897032702859","a89729359737381945935260033716923703342959239206027733850516723975090015140357","a7806173184972750422273799320049093503136634801400863777946176575445385592146682890804687255735852288610428021330742224590050279674192202399990671960180663"
"a81243125687182147393691283568574380116839728078627866135858770891859965857439","a104873791591804023877749658840421311035152569943011222627593085381904472542917","a8520274631584280598777334607911469205377536127297777020339925620512186333453894278417275247668936114121876494378024365589655903829597884334205650631209563"
"a74954981787671940356611274961877000746170467659740046718217390444732873495879","a58443447958615533211558018842134955620009330341677629732577428872270013762809","a4380627577346780132870529531282195732335661568681198362974664995918877404681677482676634344277219814698833510717895334951798400681315152745969274944964111"
"a87501428633682255909864265890998769731097519690736821902698251392991651205879","a93907863867183635925882535429307959885377138041847640028031833536720214417497","a8217072248315917504780180541844185153165190041212700488659120040754352446956877544126265049109708619351137974672492617031193211540537743459570341606864863"
"a100567726526287333718380996405870488487472969787290496013229253727381820868883","a77727299581220009778130202725298260159900212121953486776778671467552419965029","a7816857807910941942814429773462745384468946305016427714922569484150509226725120296655783857311161188676175054519280167415631559181752373645479689254292607"
